,ARK_Doc1_Boeing-shares-fall.txt,ARK_Doc2_Booking-fall-travel.txt
regulators companies,0.0335095168168023,0.0
regulators companies attending,0.0335095168168023,0.0
regulators international,0.0335095168168023,0.0
regulators international regulators,0.0335095168168023,0.0
regulators returning,0.0335095168168023,0.0
regulators returning boeing,0.0335095168168023,0.0
relies,0.0335095168168023,0.0
relies global,0.0335095168168023,0.0
relies global standards,0.0335095168168023,0.0
reluctance,0.0,0.03393770496482317
reluctance board,0.0,0.03393770496482317
reluctance board passengers,0.0,0.03393770496482317
remains,0.0,0.03393770496482317
remains grounded,0.0,0.03393770496482317
remains grounded doesnt,0.0,0.03393770496482317
report,0.0335095168168023,0.0
report software,0.0335095168168023,0.0
report software system,0.0335095168168023,0.0
reportedly,0.0335095168168023,0.0
reportedly separate,0.0335095168168023,0.0
reportedly separate changes,0.0335095168168023,0.0
representatives,0.0335095168168023,0.0
representatives airlines,0.0335095168168023,0.0
representatives airlines regulators,0.0335095168168023,0.0
represents,0.0,0.03393770496482317
represents fraction,0.0,0.03393770496482317
represents fraction airlines,0.0,0.03393770496482317
requirements,0.0335095168168023,0.0
requirements boeing,0.0335095168168023,0.0
requirements boeing flight,0.0335095168168023,0.0
research,0.0,0.10181311489446951
research group,0.0,0.03393770496482317
research group first,0.0,0.03393770496482317
research shows,0.0,0.03393770496482317
research shows airlines,0.0,0.03393770496482317
research veteran,0.0,0.03393770496482317
research veteran travel,0.0,0.03393770496482317
return,0.0,0.10181311489446951
return nears,0.0,0.03393770496482317
return nears airline,0.0,0.03393770496482317
return tickets,0.0,0.03393770496482317
return tickets future,0.0,0.03393770496482317
return travelers,0.0,0.03393770496482317
return travelers plane,0.0,0.03393770496482317
returning,0.0335095168168023,0.0
returning boeing,0.0335095168168023,0.0
returning boeing international,0.0335095168168023,0.0
reuters,0.0335095168168023,0.0
reuters america,0.0335095168168023,0.0
reuters america expects,0.0335095168168023,0.0
reviewing,0.0335095168168023,0.0
reviewing complex,0.0335095168168023,0.0
reviewing complex softwarehardware,0.0335095168168023,0.0
risks,0.0335095168168023,0.0
risks recently,0.0335095168168023,0.0
risks recently found,0.0335095168168023,0.0
route,0.0,0.03393770496482317
route cases,0.0,0.03393770496482317
route cases still,0.0,0.03393770496482317
safety,0.0670190336336046,0.0
safety boeing,0.0335095168168023,0.0
safety boeing shares,0.0335095168168023,0.0
safety director,0.0335095168168023,0.0
safety director general,0.0335095168168023,0.0
scenario,0.0335095168168023,0.0
scenario first,0.0335095168168023,0.0
scenario first certification,0.0335095168168023,0.0
schedule,0.0,0.03393770496482317
schedule information,0.0,0.03393770496482317
schedule information today,0.0,0.03393770496482317
scheduled,0.0,0.06787540992964634
scheduled monday,0.0,0.03393770496482317
scheduled monday example,0.0,0.03393770496482317
scheduled southwest,0.0,0.03393770496482317
scheduled southwest american,0.0,0.03393770496482317
schedules,0.0,0.03393770496482317
schedules subject,0.0,0.03393770496482317
schedules subject change,0.0,0.03393770496482317
scrutinize,0.0,0.03393770496482317
scrutinize plane,0.0,0.03393770496482317
scrutinize plane involved,0.0,0.03393770496482317
season,0.0,0.03393770496482317
season flights,0.0,0.03393770496482317
season flights hundreds,0.0,0.03393770496482317
seattle,0.0,0.03393770496482317
seattle southern,0.0,0.03393770496482317
seattle southern california,0.0,0.03393770496482317
second,0.02384229720359832,0.024146956597524673
second according,0.0335095168168023,0.0
second according reuters,0.0335095168168023,0.0
second fatal,0.0,0.03393770496482317
second fatal crash,0.0,0.03393770496482317
separate,0.0335095168168023,0.0
separate changes,0.0335095168168023,0.0
separate changes boeing,0.0335095168168023,0.0
share,0.0335095168168023,0.0
share regained,0.0335095168168023,0.0
share regained ground,0.0335095168168023,0.0
shares,0.0670190336336046,0.0
shares thursday,0.0335095168168023,0.0
shares thursday international,0.0335095168168023,0.0
shares trading,0.0335095168168023,0.0
shares trading thursday,0.0335095168168023,0.0
shopping,0.0,0.03393770496482317
shopping holiday,0.0,0.03393770496482317
shopping holiday season,0.0,0.03393770496482317
shows,0.0,0.03393770496482317
shows airlines,0.0,0.03393770496482317
shows airlines operate,0.0,0.03393770496482317
since,0.07152689161079497,0.024146956597524673
since found,0.0335095168168023,0.0
since found issue,0.0335095168168023,0.0
since grounding,0.0,0.03393770496482317
since grounding likely,0.0,0.03393770496482317
since october,0.0335095168168023,0.0
since october killing,0.0335095168168023,0.0
since wednesday,0.0335095168168023,0.0
since wednesday afternoon,0.0335095168168023,0.0
single,0.0,0.03393770496482317
single daily,0.0,0.03393770496482317
single daily flight,0.0,0.03393770496482317
social,0.0,0.03393770496482317
social media,0.0,0.03393770496482317
social media storm,0.0,0.03393770496482317
software,0.09536918881439328,0.024146956597524673
software federal,0.0,0.03393770496482317
software federal aviation,0.0,0.03393770496482317
software issue,0.0670190336336046,0.0
software issue grounded,0.0335095168168023,0.0
software issue reportedly,0.0335095168168023,0.0
software system,0.0670190336336046,0.0
software system emergency,0.0335095168168023,0.0
software system focus,0.0335095168168023,0.0
softwarehardware,0.0670190336336046,0.0
softwarehardware package,0.0335095168168023,0.0
softwarehardware package america,0.0335095168168023,0.0
softwarehardware system,0.0335095168168023,0.0
softwarehardware system thorough,0.0335095168168023,0.0
southern,0.0,0.03393770496482317
southern california,0.0,0.03393770496482317
southern california schedules,0.0,0.03393770496482317
southwest,0.0,0.20362622978893902
southwest accounts,0.0,0.03393770496482317
southwest accounts upcoming,0.0,0.03393770496482317
southwest added,0.0,0.03393770496482317
southwest added aircraft,0.0,0.03393770496482317
southwest aircraft,0.0,0.03393770496482317
southwest aircraft fleet,0.0,0.03393770496482317
southwest american,0.0,0.06787540992964634
southwest american largest,0.0,0.03393770496482317
southwest american united,0.0,0.03393770496482317
southwest operate,0.0,0.03393770496482317
southwest operate single,0.0,0.03393770496482317
standards,0.0335095168168023,0.0
standards including,0.0335095168168023,0.0
standards including mutual,0.0335095168168023,0.0
statement,0.1340380672672092,0.0
statement followed,0.0335095168168023,0.0
statement followed summit,0.0335095168168023,0.0
statement international,0.0335095168168023,0.0
statement international transport,0.0335095168168023,0.0
statement investors,0.0335095168168023,0.0
statement investors america,0.0335095168168023,0.0
statement thursday,0.0335095168168023,0.0
statement thursday globally,0.0335095168168023,0.0
still,0.0,0.03393770496482317
still airlines,0.0,0.03393770496482317
still airlines prepping,0.0,0.03393770496482317
stock,0.1005285504504069,0.0
stock fallen,0.0335095168168023,0.0
stock fallen premarket,0.0335095168168023,0.0
stock mounted,0.0670190336336046,0.0
stock mounted since,0.0670190336336046,0.0
storm,0.0,0.03393770496482317
storm subsided,0.0,0.03393770496482317
storm subsided since,0.0,0.03393770496482317
street,0.0335095168168023,0.0
street journal,0.0335095168168023,0.0
street journal report,0.0335095168168023,0.0
studies,0.0,0.03393770496482317
studies people,0.0,0.03393770496482317
studies people dramatically,0.0,0.03393770496482317
subject,0.0,0.03393770496482317
subject change,0.0,0.03393770496482317
subject change course,0.0,0.03393770496482317
subsided,0.0,0.03393770496482317
subsided since,0.0,0.03393770496482317
subsided since grounding,0.0,0.03393770496482317
summit,0.0335095168168023,0.0
summit montreal,0.0335095168168023,0.0
summit montreal representatives,0.0335095168168023,0.0
survey,0.0,0.03393770496482317
survey atmosphere,0.0,0.03393770496482317
survey atmosphere research,0.0,0.03393770496482317
surveys,0.0,0.03393770496482317
surveys varying,0.0,0.03393770496482317
surveys varying degrees,0.0,0.03393770496482317
system,0.1340380672672092,0.0
system emergency,0.0335095168168023,0.0
system emergency process,0.0335095168168023,0.0
system focus,0.0335095168168023,0.0
system focus regulators,0.0335095168168023,0.0
system relies,0.0335095168168023,0.0
system relies global,0.0335095168168023,0.0
system thorough,0.0335095168168023,0.0
system thorough manner,0.0335095168168023,0.0
tenth,0.0,0.03393770496482317
tenth research,0.0,0.03393770496482317
tenth research shows,0.0,0.03393770496482317
thats,0.0,0.03393770496482317
thats labor,0.0,0.03393770496482317
thats labor southwest,0.0,0.03393770496482317
theyll,0.0,0.03393770496482317
theyll decide,0.0,0.03393770496482317
theyll decide whether,0.0,0.03393770496482317
thorough,0.0335095168168023,0.0
thorough manner,0.0335095168168023,0.0
thorough manner would,0.0335095168168023,0.0
though,0.0,0.03393770496482317
though airlines,0.0,0.03393770496482317
though airlines assign,0.0,0.03393770496482317
thursday,0.1005285504504069,0.0
thursday globally,0.0335095168168023,0.0
thursday globally integrated,0.0335095168168023,0.0
thursday international,0.0335095168168023,0.0
thursday international aviation,0.0335095168168023,0.0
thursday stock,0.0335095168168023,0.0
thursday stock fallen,0.0335095168168023,0.0
tickets,0.0,0.03393770496482317
tickets future,0.0,0.03393770496482317
tickets future flights,0.0,0.03393770496482317
today,0.0,0.03393770496482317
today found,0.0,0.03393770496482317
today found flights,0.0,0.03393770496482317
total,0.0,0.06787540992964634
total according,0.0,0.03393770496482317
total according though,0.0,0.03393770496482317
total southwest,0.0,0.03393770496482317
total southwest accounts,0.0,0.03393770496482317
tough,0.0,0.03393770496482317
tough convincing,0.0,0.03393770496482317
tough convincing people,0.0,0.03393770496482317
trading,0.0335095168168023,0.0
trading thursday,0.0335095168168023,0.0
trading thursday stock,0.0335095168168023,0.0
tragedies,0.0335095168168023,0.0
tragedies weigh,0.0335095168168023,0.0
tragedies weigh heavily,0.0335095168168023,0.0
training,0.0670190336336046,0.0
training regulators,0.0335095168168023,0.0
training regulators airlines,0.0335095168168023,0.0
training requirements,0.0335095168168023,0.0
training requirements boeing,0.0335095168168023,0.0
transport,0.0335095168168023,0.0
transport association,0.0335095168168023,0.0
transport association federal,0.0335095168168023,0.0
travel,0.0,0.03393770496482317
travel analyst,0.0,0.03393770496482317
travel analyst actual,0.0,0.03393770496482317
travelers,0.0,0.10181311489446951
travelers bombarded,0.0,0.03393770496482317
travelers bombarded airlines,0.0,0.03393770496482317
travelers plane,0.0,0.03393770496482317
travelers plane became,0.0,0.03393770496482317
travelers shopping,0.0,0.03393770496482317
travelers shopping holiday,0.0,0.03393770496482317
trust,0.0335095168168023,0.0
trust reciprocity,0.0335095168168023,0.0
trust reciprocity among,0.0335095168168023,0.0
trusts,0.0335095168168023,0.0
trusts regulators,0.0335095168168023,0.0
trusts regulators international,0.0335095168168023,0.0
twice,0.0,0.03393770496482317
twice boeing,0.0,0.03393770496482317
twice boeing worked,0.0,0.03393770496482317
types,0.0,0.03393770496482317
types advance,0.0,0.03393770496482317
types advance total,0.0,0.03393770496482317
united,0.0,0.06787540992964634
united alaska,0.0,0.06787540992964634
united alaska airline,0.0,0.03393770496482317
united alaska plane,0.0,0.03393770496482317
upcoming,0.0,0.03393770496482317
upcoming flying,0.0,0.03393770496482317
upcoming flying followed,0.0,0.03393770496482317
varying,0.0,0.03393770496482317
varying degrees,0.0,0.03393770496482317
varying degrees flyer,0.0,0.03393770496482317
veteran,0.0,0.03393770496482317
veteran travel,0.0,0.03393770496482317
veteran travel analyst,0.0,0.03393770496482317
waiting,0.0,0.03393770496482317
waiting return,0.0,0.03393770496482317
waiting return tickets,0.0,0.03393770496482317
wednesday,0.0670190336336046,0.0
wednesday afternoon,0.0335095168168023,0.0
wednesday afternoon found,0.0335095168168023,0.0
wednesday found,0.0335095168168023,0.0
wednesday found another,0.0335095168168023,0.0
weigh,0.0335095168168023,0.0
weigh heavily,0.0335095168168023,0.0
weigh heavily industry,0.0335095168168023,0.0
whether,0.0,0.06787540992964634
whether plane,0.0,0.03393770496482317
whether plane avoid,0.0,0.03393770496482317
whether represents,0.0,0.03393770496482317
whether represents fraction,0.0,0.03393770496482317
without,0.0670190336336046,0.0
without coordinated,0.0670190336336046,0.0
without coordinated investors,0.0335095168168023,0.0
without coordinated statement,0.0335095168168023,0.0
worked,0.0,0.03393770496482317
worked software,0.0,0.03393770496482317
worked software federal,0.0,0.03393770496482317
world,0.02384229720359832,0.024146956597524673
world asking,0.0335095168168023,0.0
world asking additional,0.0335095168168023,0.0
world scrutinize,0.0,0.03393770496482317
world scrutinize plane,0.0,0.03393770496482317
would,0.04768459440719664,0.024146956597524673
would address,0.0335095168168023,0.0
would address malfunction,0.0335095168168023,0.0
would expect,0.0335095168168023,0.0
would expect forth,0.0335095168168023,0.0
would flights,0.0,0.03393770496482317
would flights convenient,0.0,0.03393770496482317
